Booking_ID;no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;type_of_meal_plan;required_car_parking_space;room_type_reserved;lead_time;arrival_year;arrival_month;arrival_date;market_segment_type;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status;country;Client_ID
INN00199;2;0;0;4;Meal Plan 1;0;Room_Type 1;127;2018;3;23;Offline;0;0;0;61.5;2;Not_Canceled;UK;56066
INN00200;2;0;1;2;Meal Plan 2;0;Room_Type 1;418;2018;9;26;Online;0;0;0;107.0;0;Canceled;PL;17396
INN00201;2;0;1;4;Not Selected;0;Room_Type 1;156;2018;8;24;Online;0;0;0;87.3;1;Not_Canceled;PL;41523
INN00202;2;0;0;2;Meal Plan 1;0;Room_Type 1;80;2017;7;16;Online;0;0;0;76.5;1;Canceled;PL;83067
INN00203;2;0;2;2;Not Selected;0;Room_Type 1;211;2018;12;16;Online;0;0;0;63.75;0;Canceled;PL;74797
INN00204;2;0;1;2;Meal Plan 1;0;Room_Type 1;273;2018;5;13;Online;0;0;0;95.0;0;Canceled;UK;11127
INN00205;2;0;2;1;Meal Plan 1;0;Room_Type 1;58;2018;11;19;Offline;0;0;0;75.0;1;Not_Canceled;PL;36899
INN00206;2;0;0;3;Meal Plan 1;0;Room_Type 1;433;2018;9;8;Online;0;0;0;70.0;0;Canceled;PL;38480
INN00207;2;0;1;3;Meal Plan 1;0;Room_Type 1;111;2018;5;2;Online;0;0;0;101.58;1;Not_Canceled;PL;28461
INN00208;2;0;2;3;Meal Plan 1;0;Room_Type 1;34;2018;8;21;Offline;0;0;0;85.0;0;Not_Canceled;UK;21802
INN00209;2;0;2;4;Meal Plan 1;0;Room_Type 1;17;2018;12;3;Online;0;0;0;98.39;0;Not_Canceled;PL;61058
INN00210;1;0;0;0;Meal Plan 1;0;Room_Type 1;4;2018;2;27;Complementary;0;0;0;0.0;1;Not_Canceled;PL;94253
INN00211;2;0;0;3;Meal Plan 1;0;Room_Type 1;6;2017;9;22;Online;0;0;0;106.07;1;Not_Canceled;UK;42646
INN00212;2;0;1;1;Meal Plan 1;0;Room_Type 1;32;2018;7;18;Offline;0;0;0;105.0;1;Not_Canceled;UK;13389
INN00213;2;0;0;1;Meal Plan 1;0;Room_Type 1;4;2017;9;22;Online;0;0;0;145.0;2;Not_Canceled;PL;53112
INN00214;3;0;2;1;Meal Plan 1;0;Room_Type 1;195;2018;8;13;Online;0;0;0;106.03;1;Canceled;UK;28073
INN00215;2;0;2;2;Meal Plan 1;0;Room_Type 1;119;2018;8;13;Online;0;0;0;114.3;1;Not_Canceled;UK;83072
INN00216;1;0;1;1;Not Selected;0;Room_Type 1;13;2018;12;5;Online;0;0;0;88.0;0;Not_Canceled;PL;42405
INN00217;2;0;0;2;Meal Plan 1;0;Room_Type 1;59;2017;10;15;Online;0;0;0;89.25;2;Not_Canceled;PL;89043
INN00218;2;1;2;5;Meal Plan 1;0;Room_Type 4;78;2018;3;20;Online;0;0;0;86.32;1;Not_Canceled;PL;71940
INN00219;2;0;0;3;Meal Plan 1;0;Room_Type 1;335;2018;10;13;Offline;0;0;0;90.0;1;Not_Canceled;UK;24040
INN00220;2;0;2;5;Meal Plan 1;0;Room_Type 1;103;2017;8;22;Online;0;0;0;55.96;0;Not_Canceled;PL;98591
INN00221;1;0;0;2;Not Selected;0;Room_Type 1;0;2018;6;8;Online;0;0;0;109.0;1;Not_Canceled;PL;72838
INN00222;2;0;0;1;Meal Plan 1;0;Room_Type 1;118;2018;3;1;Offline;0;0;0;86.0;0;Not_Canceled;UK;65425
INN00223;2;0;1;5;Meal Plan 1;0;Room_Type 1;56;2018;9;5;Online;0;0;0;118.95;0;Not_Canceled;PL;74454
INN00224;2;0;0;2;Meal Plan 1;0;Room_Type 1;107;2018;6;10;Offline;0;0;0;130.0;1;Not_Canceled;UK;55437
INN00225;2;0;1;3;Not Selected;0;Room_Type 1;70;2018;4;14;Online;0;0;0;90.56;1;Not_Canceled;UK;82396
INN00226;2;0;0;2;Meal Plan 1;0;Room_Type 1;76;2018;4;1;Online;0;0;0;87.3;1;Not_Canceled;UK;70366
INN00227;2;2;2;2;Meal Plan 1;0;Room_Type 6;144;2018;5;27;Online;0;0;0;177.65;1;Canceled;UK;39195
INN00228;1;2;2;2;Meal Plan 1;0;Room_Type 6;4;2017;9;19;Online;0;0;0;200.75;2;Not_Canceled;UK;97824
INN00229;2;1;0;2;Meal Plan 1;0;Room_Type 1;15;2018;3;18;Online;0;0;0;127.0;1;Not_Canceled;PL;41228
INN00230;1;0;1;2;Meal Plan 1;0;Room_Type 1;32;2018;2;5;Online;0;0;0;72.9;0;Canceled;PL;97695
INN00231;3;0;1;1;Meal Plan 1;0;Room_Type 4;49;2018;5;7;Online;0;0;0;159.3;0;Canceled;UK;48186
INN00232;2;1;1;3;Meal Plan 1;0;Room_Type 1;77;2018;5;12;Online;0;0;0;135.15;1;Not_Canceled;PL;91211
INN00233;1;0;0;2;Meal Plan 1;0;Room_Type 1;22;2018;10;28;Offline;0;0;0;90.0;0;Not_Canceled;UK;31296
INN00234;2;0;1;0;Not Selected;0;Room_Type 1;0;2017;10;18;Online;0;0;0;114.0;0;Not_Canceled;PL;53667
INN00235;2;1;0;1;Meal Plan 1;1;Room_Type 1;58;2018;6;21;Online;0;0;0;125.1;1;Not_Canceled;UK;57810
INN00236;2;0;2;6;Not Selected;0;Room_Type 1;4;2017;8;14;Online;0;0;0;95.13;1;Not_Canceled;UK;27866
INN00237;2;0;0;2;Meal Plan 1;0;Room_Type 5;117;2018;4;29;Online;0;0;0;105.84;0;Canceled;UK;24775
INN00238;2;0;1;3;Meal Plan 1;0;Room_Type 1;36;2018;12;26;Online;0;0;0;102.0;0;Canceled;UK;40637
INN00239;2;0;2;2;Not Selected;0;Room_Type 1;35;2018;12;2;Online;0;0;0;74.8;2;Not_Canceled;UK;27067
INN00240;2;0;1;0;Not Selected;0;Room_Type 1;31;2018;4;24;Online;0;0;0;94.5;0;Canceled;PL;78458
INN00241;2;0;2;4;Not Selected;0;Room_Type 1;79;2018;6;16;Online;0;0;0;120.6;0;Not_Canceled;UK;12262
INN00242;2;0;1;2;Meal Plan 1;0;Room_Type 1;1;2017;10;9;Online;0;0;0;139.33;0;Not_Canceled;UK;91182
INN00243;2;0;0;2;Meal Plan 1;0;Room_Type 1;21;2017;9;3;Online;0;0;0;105.0;0;Not_Canceled;UK;88059
INN00244;2;0;0;2;Not Selected;0;Room_Type 1;12;2018;9;14;Corporate;0;0;0;100.0;1;Not_Canceled;UK;51482
INN00245;2;0;1;0;Meal Plan 1;0;Room_Type 1;33;2018;2;8;Online;0;0;0;80.3;1;Not_Canceled;PL;29031
INN00246;1;0;0;2;Meal Plan 1;0;Room_Type 1;164;2017;10;2;Offline;0;0;0;100.0;0;Not_Canceled;UK;79341
INN00247;2;0;0;3;Meal Plan 1;1;Room_Type 1;78;2018;3;24;Online;0;0;0;105.3;1;Not_Canceled;UK;18670
INN00248;2;0;0;4;Meal Plan 1;0;Room_Type 4;18;2018;5;31;Online;0;0;0;112.8;0;Canceled;PL;46401
INN00249;2;0;1;2;Meal Plan 1;0;Room_Type 1;21;2018;8;15;Online;0;0;0;151.0;0;Canceled;UK;81436
INN00250;1;0;1;3;Meal Plan 1;0;Room_Type 1;0;2017;11;9;Online;0;0;0;91.0;1;Not_Canceled;PL;29819
INN00251;3;0;2;1;Meal Plan 1;0;Room_Type 4;152;2018;8;13;Online;0;0;0;146.7;1;Canceled;PL;25364
INN00252;2;0;2;3;Meal Plan 1;0;Room_Type 1;43;2017;10;2;Offline;0;0;0;58.4;0;Not_Canceled;UK;18759
INN00253;2;0;0;4;Not Selected;0;Room_Type 1;177;2018;7;26;Online;0;0;0;80.75;1;Canceled;PL;70824
INN00254;2;0;1;1;Not Selected;0;Room_Type 1;47;2018;5;21;Offline;0;0;0;76.5;0;Not_Canceled;PL;46901
INN00255;3;0;0;3;Meal Plan 1;0;Room_Type 4;57;2018;9;7;Online;0;0;0;140.13;0;Not_Canceled;UK;78348
INN00256;2;0;2;4;Not Selected;0;Room_Type 1;60;2017;11;15;Online;0;0;0;76.0;1;Not_Canceled;UK;84477
INN00257;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;9;16;Online;0;0;0;200.0;0;Not_Canceled;PL;64386
INN00258;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Online;0;0;0;101.5;0;Canceled;PL;66337
INN00259;2;0;0;3;Not Selected;0;Room_Type 1;71;2018;10;18;Online;0;0;0;108.0;1;Not_Canceled;PL;47127
INN00260;3;0;2;3;Meal Plan 2;0;Room_Type 4;111;2018;7;23;Online;0;0;0;189.0;1;Not_Canceled;PL;58560
INN00261;3;0;1;1;Meal Plan 1;0;Room_Type 4;1;2018;6;11;Online;0;0;0;166.0;3;Not_Canceled;PL;90825
INN00262;2;0;1;1;Not Selected;0;Room_Type 1;4;2018;1;16;Online;0;0;0;67.5;0;Not_Canceled;PL;62414
INN00263;2;0;1;3;Meal Plan 1;0;Room_Type 4;25;2017;9;14;Online;0;0;0;78.54;1;Not_Canceled;PL;76125
INN00264;1;0;2;2;Meal Plan 1;0;Room_Type 1;209;2018;11;6;Online;0;0;0;152.1;1;Canceled;PL;39701
INN00265;1;0;2;1;Meal Plan 1;0;Room_Type 1;93;2018;10;15;Online;0;0;0;115.0;0;Canceled;PL;97801
INN00266;2;0;2;5;Not Selected;0;Room_Type 1;53;2017;9;2;Online;0;0;0;66.53;2;Not_Canceled;UK;59390
INN00267;1;0;0;2;Meal Plan 1;0;Room_Type 1;1;2017;8;12;Complementary;1;0;1;0.0;1;Not_Canceled;PL;74891
INN00268;1;0;2;1;Meal Plan 1;0;Room_Type 1;4;2017;8;23;Complementary;0;0;0;0.0;1;Not_Canceled;UK;33733
INN00269;2;0;0;3;Meal Plan 1;0;Room_Type 1;302;2018;12;29;Online;0;0;0;90.3;2;Canceled;UK;22151
INN00270;2;0;0;2;Meal Plan 1;0;Room_Type 1;122;2018;4;15;Offline;0;0;0;85.0;0;Not_Canceled;PL;18691
INN00271;1;0;0;1;Meal Plan 1;0;Room_Type 1;16;2018;3;11;Corporate;0;0;0;75.0;0;Not_Canceled;PL;31120
INN00272;2;0;2;4;Meal Plan 1;0;Room_Type 1;28;2018;8;28;Online;0;0;0;115.37;1;Canceled;UK;52520
INN00273;2;0;1;2;Meal Plan 2;0;Room_Type 1;161;2018;3;25;Online;0;0;0;130.0;0;Canceled;PL;51445
INN00274;3;0;0;2;Meal Plan 1;0;Room_Type 4;57;2018;12;9;Online;0;0;0;126.0;2;Not_Canceled;PL;81794
INN00275;2;0;1;0;Meal Plan 1;0;Room_Type 1;19;2018;6;12;Online;0;0;0;94.35;1;Not_Canceled;UK;65635
INN00276;3;0;2;4;Meal Plan 1;0;Room_Type 4;109;2018;7;6;Online;0;0;0;118.46;4;Not_Canceled;UK;72219
INN00277;1;0;0;2;Meal Plan 2;0;Room_Type 1;239;2018;6;15;Online;0;0;0;90.6;0;Canceled;PL;31075
INN00278;1;0;2;1;Meal Plan 1;0;Room_Type 1;33;2018;3;5;Online;0;0;0;82.9;2;Not_Canceled;UK;40389
INN00279;2;0;0;3;Meal Plan 1;0;Room_Type 1;11;2017;8;18;Online;0;0;0;95.33;1;Not_Canceled;UK;19865
INN00280;3;0;2;5;Meal Plan 1;0;Room_Type 4;40;2018;4;21;Online;0;0;0;135.64;1;Not_Canceled;PL;22718
INN00281;3;0;1;1;Meal Plan 1;0;Room_Type 4;45;2018;6;18;Offline;0;0;0;122.4;0;Not_Canceled;PL;50966
INN00282;2;0;1;3;Not Selected;0;Room_Type 1;41;2018;5;9;Online;0;0;0;116.1;0;Canceled;PL;63020
INN00283;2;0;0;4;Not Selected;0;Room_Type 1;167;2018;6;28;Online;0;0;0;62.18;0;Canceled;UK;60610
INN00284;2;0;0;4;Not Selected;0;Room_Type 1;62;2018;3;9;Online;0;0;0;63.75;0;Canceled;PL;11449
INN00285;1;0;1;4;Meal Plan 1;0;Room_Type 1;113;2018;9;7;Online;0;0;0;118.8;0;Canceled;PL;63545
INN00286;2;0;0;2;Not Selected;1;Room_Type 1;1;2018;8;10;Online;0;0;0;167.0;0;Not_Canceled;PL;46622
INN00287;2;2;2;2;Meal Plan 1;0;Room_Type 6;84;2018;5;13;Online;0;0;0;187.85;1;Not_Canceled;UK;94258
INN00288;0;2;2;2;Meal Plan 1;0;Room_Type 1;68;2018;4;24;Online;0;0;0;108.38;1;Canceled;UK;97633
INN00289;2;0;0;1;Meal Plan 1;0;Room_Type 2;9;2018;9;7;Complementary;1;0;3;0.0;1;Not_Canceled;UK;86785
INN00290;3;0;1;2;Meal Plan 1;0;Room_Type 1;245;2018;10;28;Online;0;0;0;128.7;0;Canceled;UK;36046
INN00291;2;0;1;3;Meal Plan 1;0;Room_Type 1;80;2018;3;17;Online;0;0;0;80.33;1;Not_Canceled;PL;64842
INN00292;2;0;1;1;Meal Plan 1;0;Room_Type 1;7;2018;8;22;Online;0;0;0;140.0;1;Canceled;PL;81884
INN00293;2;1;1;1;Meal Plan 1;0;Room_Type 1;128;2017;8;8;Online;0;0;0;76.5;2;Not_Canceled;PL;87667
INN00294;2;0;2;1;Meal Plan 1;0;Room_Type 1;100;2018;5;1;Online;0;0;0;105.3;1;Not_Canceled;UK;78756
INN00295;2;0;2;1;Meal Plan 1;0;Room_Type 1;118;2018;4;3;Online;0;0;0;87.3;1;Canceled;PL;40649
INN00296;1;0;0;3;Meal Plan 1;0;Room_Type 1;166;2018;11;1;Online;0;0;0;110.0;0;Canceled;PL;74054
INN00297;1;0;0;1;Meal Plan 2;0;Room_Type 1;41;2017;9;4;Offline;0;0;0;83.0;0;Not_Canceled;UK;15862
INN00298;2;0;2;2;Meal Plan 1;0;Room_Type 1;174;2018;8;13;Online;0;0;0;99.45;1;Not_Canceled;UK;19784
INN00299;2;1;2;1;Meal Plan 2;0;Room_Type 1;27;2017;12;27;Offline;0;0;0;104.5;3;Not_Canceled;PL;11174
INN00300;2;0;2;6;Meal Plan 1;0;Room_Type 1;2;2018;11;16;Online;0;0;0;92.54;2;Not_Canceled;PL;27658
INN00301;1;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;95.0;0;Not_Canceled;PL;62635
INN00302;1;0;0;2;Meal Plan 1;0;Room_Type 1;188;2018;6;15;Online;0;0;0;130.0;0;Canceled;UK;27240
INN00303;2;0;2;1;Meal Plan 1;0;Room_Type 1;68;2018;1;2;Offline;1;1;0;63.0;1;Not_Canceled;UK;31247
INN00304;2;0;1;2;Meal Plan 1;0;Room_Type 4;189;2018;10;28;Online;0;0;0;109.8;0;Canceled;PL;48679
INN00305;2;0;1;0;Meal Plan 1;0;Room_Type 1;10;2018;5;16;Online;0;0;0;103.0;0;Not_Canceled;PL;10380
INN00306;3;0;2;1;Meal Plan 1;0;Room_Type 4;19;2018;2;20;Online;0;0;0;130.0;1;Not_Canceled;PL;10616
INN00307;2;0;0;2;Meal Plan 1;0;Room_Type 1;61;2018;3;23;Online;0;0;0;117.0;0;Canceled;PL;63916
INN00308;2;0;0;4;Meal Plan 1;0;Room_Type 4;95;2017;12;29;Offline;0;0;0;60.5;0;Not_Canceled;PL;33264
INN00309;2;0;0;1;Meal Plan 2;0;Room_Type 1;83;2017;9;30;Offline;0;0;0;112.2;0;Not_Canceled;PL;73177
INN00310;2;0;1;3;Meal Plan 1;0;Room_Type 1;37;2018;8;1;Online;0;0;0;135.9;0;Canceled;PL;24591
INN00311;2;0;1;0;Meal Plan 1;0;Room_Type 1;19;2018;7;25;Online;0;0;0;151.0;1;Canceled;PL;57760
INN00312;2;2;0;2;Meal Plan 1;0;Room_Type 6;22;2018;9;16;Online;0;0;0;239.0;2;Not_Canceled;PL;82540
INN00313;2;0;2;1;Meal Plan 1;0;Room_Type 1;22;2017;12;26;Online;0;0;0;59.09;0;Not_Canceled;UK;29908
INN00314;2;0;2;5;Meal Plan 1;0;Room_Type 1;151;2018;7;9;Online;0;0;0;103.09;0;Canceled;PL;94697
INN00315;2;0;2;1;Meal Plan 1;0;Room_Type 1;26;2018;2;28;Offline;0;0;0;87.0;0;Not_Canceled;PL;46526
INN00316;3;0;1;0;Meal Plan 1;0;Room_Type 4;27;2018;4;17;Online;0;0;0;137.0;0;Canceled;UK;33743
INN00317;2;0;0;2;Meal Plan 2;0;Room_Type 1;79;2018;6;24;Offline;0;0;0;109.0;0;Not_Canceled;UK;76417
INN00318;2;0;1;1;Meal Plan 2;0;Room_Type 1;247;2018;6;6;Online;0;0;0;115.0;1;Canceled;PL;57642
INN00319;2;0;2;3;Meal Plan 1;0;Room_Type 4;189;2018;7;17;Online;0;0;0;99.45;1;Not_Canceled;PL;54848
INN00320;2;0;0;2;Meal Plan 2;0;Room_Type 1;320;2018;8;18;Online;0;0;0;115.0;1;Canceled;UK;74259
INN00321;3;0;1;2;Meal Plan 1;0;Room_Type 4;27;2018;2;22;Online;0;0;0;130.0;2;Not_Canceled;PL;43008
INN00322;1;0;1;0;Meal Plan 1;0;Room_Type 1;51;2018;5;22;Corporate;1;0;3;65.0;0;Not_Canceled;UK;94188
INN00323;2;0;0;2;Meal Plan 1;0;Room_Type 1;245;2018;6;17;Online;0;0;0;75.0;0;Canceled;UK;33864
INN00324;2;1;1;2;Meal Plan 1;0;Room_Type 1;52;2018;7;8;Online;0;0;0;132.9;0;Canceled;PL;48539
INN00325;1;0;2;0;Meal Plan 1;0;Room_Type 1;13;2017;10;18;Online;0;0;0;120.0;0;Not_Canceled;PL;45563
INN00326;2;0;0;2;Not Selected;0;Room_Type 1;46;2018;11;11;Online;0;0;0;79.2;1;Canceled;UK;12578
INN00327;3;0;2;1;Meal Plan 1;0;Room_Type 4;84;2018;8;28;Online;0;0;0;159.3;0;Canceled;UK;60857
INN00328;1;0;0;2;Meal Plan 1;0;Room_Type 1;188;2018;6;15;Online;0;0;0;130.0;0;Canceled;UK;48163
INN00329;2;0;0;3;Meal Plan 1;0;Room_Type 1;19;2017;10;6;Offline;1;1;0;90.0;0;Not_Canceled;UK;40730
INN00330;2;0;0;2;Meal Plan 1;0;Room_Type 4;67;2018;5;27;Online;0;0;0;140.4;1;Not_Canceled;PL;99619
INN00331;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;8;11;Online;0;0;0;75.0;0;Not_Canceled;UK;23120
INN00332;2;0;0;2;Meal Plan 2;0;Room_Type 1;273;2017;7;17;Online;0;0;0;109.0;0;Canceled;PL;33317
INN00333;2;0;2;1;Meal Plan 2;0;Room_Type 1;110;2017;7;25;Online;0;0;0;94.5;0;Canceled;UK;28788
INN00334;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;12;15;Corporate;1;0;1;75.0;0;Not_Canceled;PL;34214
INN00335;2;0;1;2;Meal Plan 1;0;Room_Type 4;32;2017;10;23;Offline;0;0;0;75.0;1;Not_Canceled;PL;33241
INN00336;2;0;2;1;Meal Plan 1;0;Room_Type 1;282;2017;10;10;Offline;0;0;0;76.67;0;Not_Canceled;PL;37243
INN00337;2;0;2;2;Meal Plan 1;0;Room_Type 1;38;2018;10;2;Online;0;0;0;126.0;0;Not_Canceled;PL;62114
INN00338;2;0;1;1;Not Selected;0;Room_Type 1;175;2018;7;23;Online;0;0;0;85.5;1;Not_Canceled;UK;59628
INN00339;2;0;0;3;Meal Plan 1;0;Room_Type 4;143;2018;8;18;Online;0;0;0;140.7;0;Canceled;PL;38424
INN00340;2;0;2;2;Meal Plan 1;0;Room_Type 4;127;2018;6;26;Online;0;0;0;103.7;1;Not_Canceled;PL;36646
INN00341;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;9;8;Online;0;0;0;142.0;0;Not_Canceled;UK;73940
INN00342;2;1;2;5;Meal Plan 1;0;Room_Type 1;95;2018;12;21;Online;0;0;0;103.7;3;Not_Canceled;PL;38076
INN00343;1;0;1;2;Meal Plan 1;0;Room_Type 1;118;2018;6;6;Offline;0;0;0;110.0;0;Not_Canceled;PL;89896
INN00344;2;0;0;3;Meal Plan 1;0;Room_Type 1;45;2018;11;10;Offline;0;0;0;75.0;0;Not_Canceled;PL;84183
INN00345;3;0;1;1;Meal Plan 1;0;Room_Type 4;69;2018;7;25;Online;0;0;0;137.7;0;Not_Canceled;UK;61830
INN00346;2;0;0;1;Not Selected;0;Room_Type 1;57;2018;9;7;Online;0;0;0;87.3;3;Not_Canceled;UK;85458
INN00347;1;0;0;2;Meal Plan 1;0;Room_Type 1;5;2018;8;24;Complementary;1;0;4;0.0;4;Not_Canceled;PL;73889
INN00348;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;101.5;0;Not_Canceled;UK;10521
INN00349;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;2;24;Online;0;0;0;97.0;1;Not_Canceled;UK;74296
INN00350;3;0;1;1;Meal Plan 1;0;Room_Type 4;89;2018;8;15;Online;0;0;0;150.3;1;Not_Canceled;UK;20330
INN00351;2;0;0;4;Meal Plan 1;0;Room_Type 1;85;2018;3;29;Online;0;0;0;82.45;0;Not_Canceled;UK;98888
INN00352;1;0;0;1;Meal Plan 1;1;Room_Type 4;4;2018;7;1;Corporate;1;0;3;103.0;1;Not_Canceled;PL;57421
INN00353;1;0;2;6;Meal Plan 1;0;Room_Type 1;11;2018;7;5;Online;0;0;0;145.0;0;Canceled;PL;79583
INN00354;1;0;1;1;Meal Plan 1;0;Room_Type 1;12;2018;7;11;Online;0;0;0;145.0;1;Not_Canceled;PL;77556
INN00355;2;0;2;2;Meal Plan 1;0;Room_Type 4;77;2018;5;14;Online;0;0;0;134.85;1;Not_Canceled;UK;87656
INN00356;2;1;1;1;Meal Plan 1;0;Room_Type 6;14;2018;10;22;Online;0;0;0;168.25;1;Not_Canceled;UK;73061
INN00357;1;0;2;1;Meal Plan 1;0;Room_Type 1;1;2018;2;28;Online;0;0;0;60.0;0;Canceled;PL;14719
INN00358;2;0;1;3;Meal Plan 1;0;Room_Type 1;133;2018;6;13;Offline;0;0;0;76.0;0;Not_Canceled;PL;24305
INN00359;2;0;1;2;Meal Plan 1;0;Room_Type 1;3;2017;8;10;Offline;0;0;0;63.5;1;Not_Canceled;UK;35393
INN00360;2;0;2;0;Meal Plan 1;0;Room_Type 1;19;2018;9;18;Offline;0;0;0;95.0;0;Not_Canceled;UK;67277
INN00361;2;0;2;2;Meal Plan 1;0;Room_Type 4;86;2018;9;3;Offline;0;0;0;90.95;3;Not_Canceled;PL;35457
INN00362;2;0;0;2;Meal Plan 1;0;Room_Type 1;23;2017;10;16;Online;0;0;0;98.4;2;Not_Canceled;UK;50180
INN00363;2;0;0;1;Meal Plan 1;0;Room_Type 1;65;2018;9;22;Online;0;0;0;135.9;1;Not_Canceled;UK;46414
INN00364;2;0;0;2;Meal Plan 1;0;Room_Type 4;1;2018;11;16;Online;0;0;0;130.0;1;Not_Canceled;PL;17268
INN00365;2;0;0;1;Meal Plan 1;0;Room_Type 4;66;2017;11;19;Online;0;0;0;81.9;2;Not_Canceled;UK;84844
INN00366;3;0;1;4;Meal Plan 1;0;Room_Type 1;50;2018;2;22;Online;0;0;0;78.85;1;Not_Canceled;UK;49503
INN00367;2;0;2;3;Meal Plan 2;0;Room_Type 1;87;2018;6;26;Online;0;0;0;141.3;0;Canceled;UK;50443
INN00368;2;0;1;1;Meal Plan 1;0;Room_Type 1;159;2018;4;9;Offline;0;0;0;70.0;1;Not_Canceled;PL;11759
INN00369;2;0;2;3;Meal Plan 2;0;Room_Type 1;39;2018;8;13;Online;0;0;0;170.1;2;Not_Canceled;UK;96433
INN00370;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Online;0;0;0;115.0;1;Canceled;UK;10794
INN00371;2;2;0;5;Meal Plan 1;0;Room_Type 6;22;2017;12;29;Online;0;0;0;199.0;0;Not_Canceled;UK;74928
INN00372;2;0;2;2;Meal Plan 1;0;Room_Type 4;102;2018;7;10;Offline;0;0;0;82.45;0;Not_Canceled;PL;26194
INN00373;4;0;0;3;Meal Plan 1;0;Room_Type 7;86;2018;10;20;Online;0;0;0;192.86;1;Not_Canceled;PL;45206
INN00374;2;0;2;2;Meal Plan 1;0;Room_Type 1;56;2017;9;25;Offline;0;0;0;185.0;0;Not_Canceled;UK;92661
INN00375;2;0;2;6;Meal Plan 1;0;Room_Type 1;36;2018;12;10;Online;0;0;0;68.07;1;Not_Canceled;PL;55709
INN00376;2;0;0;3;Meal Plan 1;0;Room_Type 1;50;2018;10;4;Online;0;0;0;118.8;1;Not_Canceled;UK;42752
INN00377;2;0;0;2;Meal Plan 1;0;Room_Type 4;115;2018;10;27;Online;0;0;0;104.4;0;Canceled;PL;34779
INN00378;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;3;23;Corporate;1;0;12;65.0;0;Not_Canceled;PL;94037
INN00379;2;0;1;3;Not Selected;0;Room_Type 1;35;2018;3;3;Online;0;0;0;71.1;0;Canceled;PL;46490
INN00380;2;0;2;1;Meal Plan 1;0;Room_Type 1;17;2018;5;21;Offline;0;0;0;95.0;0;Not_Canceled;PL;95310
INN00381;2;0;4;11;Meal Plan 1;0;Room_Type 4;237;2018;9;13;Online;0;0;0;116.62;1;Canceled;UK;95498
INN00382;2;0;0;4;Meal Plan 1;0;Room_Type 1;125;2018;9;7;Online;0;0;0;136.0;2;Not_Canceled;UK;14481
INN00383;2;2;2;2;Meal Plan 1;0;Room_Type 6;32;2018;12;2;Online;0;0;0;147.9;0;Canceled;PL;73944
INN00384;2;0;2;0;Not Selected;0;Room_Type 1;5;2018;9;18;Offline;0;0;0;123.7;0;Not_Canceled;UK;62743
INN00385;2;0;2;1;Meal Plan 1;0;Room_Type 1;91;2018;6;19;Online;0;0;0;135.9;0;Canceled;PL;78624
INN00386;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Offline;0;0;0;109.0;0;Not_Canceled;PL;74571
INN00387;3;0;2;1;Meal Plan 1;0;Room_Type 4;9;2018;3;20;Online;0;0;0;186.0;1;Not_Canceled;PL;58823
INN00388;3;0;1;3;Meal Plan 1;0;Room_Type 4;155;2018;12;26;Online;0;0;0;115.6;1;Canceled;PL;93868
INN00389;2;2;0;1;Meal Plan 1;0;Room_Type 6;0;2018;5;14;Online;0;0;0;221.0;0;Canceled;UK;43490
INN00390;1;0;0;3;Meal Plan 1;0;Room_Type 1;11;2017;9;15;Corporate;0;0;0;65.0;0;Not_Canceled;UK;96776
INN00391;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;2;19;Corporate;0;0;0;80.0;0;Not_Canceled;UK;48980
INN00392;2;1;1;4;Meal Plan 1;0;Room_Type 1;86;2018;3;23;Offline;0;0;0;73.83;0;Not_Canceled;PL;50186
INN00393;1;0;0;1;Meal Plan 1;1;Room_Type 1;18;2018;10;18;Corporate;1;3;19;67.0;0;Not_Canceled;UK;92150
INN00394;2;0;0;2;Meal Plan 1;0;Room_Type 1;58;2018;3;4;Online;0;0;0;80.3;1;Not_Canceled;PL;16339
INN00395;2;0;2;1;Not Selected;0;Room_Type 1;54;2018;4;30;Offline;0;0;0;85.0;0;Not_Canceled;UK;40685
INN00396;2;1;2;3;Meal Plan 1;0;Room_Type 1;25;2018;7;23;Online;0;0;0;152.1;1;Canceled;PL;65871
INN00397;2;0;0;2;Meal Plan 1;0;Room_Type 1;107;2017;9;9;Online;0;0;0;89.25;1;Not_Canceled;PL;94364
INN00398;1;0;0;4;Meal Plan 2;0;Room_Type 1;100;2018;9;28;Offline;0;0;0;110.0;0;Not_Canceled;PL;41711
